"sale_date","isbn","COUNT"
"27/9/2193","989-28-79-86624-2",3
"27/9/2193","989-28-79-04510-4",1
"27/9/2193","989-28-79-18127-7",1
"27/9/2193","989-28-79-21991-8",1
"27/9/2193","989-28-79-32105-5",2
"27/9/2193","989-28-654-5018-9",1
"27/9/2193","989-28-79-05670-4",6
"27/9/2193","989-28-79-13871-4",4
"27/9/2193","989-28-79-69807-2",10
"27/9/2193","989-28-79-22562-9",1
"27/9/2193","989-28-79-82125-8",2
"27/9/2193","989-28-229-9769-6",8
"27/9/2193","989-28-229-1404-4",6
"27/9/2193","989-28-229-0197-6",2
"27/9/2193","989-28-229-7592-2",5
"27/9/2193","989-28-229-3157-7",1
"27/9/2193","989-28-79-68089-3",4
"27/9/2193","989-28-79-55752-2",1
"27/9/2193","989-28-79-23023-4",18
"27/9/2193","989-28-79-13801-1",11
"27/9/2193","989-28-79-74374-1",15
"27/9/2193","989-28-79-71565-6",6
"27/9/2193","989-28-79-40897-8",6
"27/9/2193","989-28-79-26824-4",2
"27/9/2193","989-28-79-91028-0",3
"27/9/2193","989-28-79-82339-9",1
"27/9/2193","989-28-3705-222-9",6
"27/9/2193","989-28-3705-492-6",3
"27/9/2193","989-28-79-03683-6",1
"27/9/2193","989-28-79-27078-0",1
"28/9/2193","989-28-79-22871-2",5
"28/9/2193","989-28-3705-007-2",11
"28/9/2193","989-28-3705-649-4",1
"28/9/2193","989-28-3705-775-0",2
"28/9/2193","989-28-3705-987-7",3
"28/9/2193","989-28-3705-138-3",1
"28/9/2193","989-28-3705-966-2",2
"28/9/2193","989-28-79-45675-7",6
"28/9/2193","989-28-79-32105-5",2
"28/9/2193","989-28-79-01991-4",1
"28/9/2193","989-28-79-04510-4",3
"28/9/2193","989-28-79-21991-8",1
"28/9/2193","989-28-79-16826-1",2
"28/9/2193","989-28-79-18127-7",1
"28/9/2193","989-28-79-82197-5",1
"28/9/2193","989-28-79-07610-8",1
"28/9/2193","989-28-79-30536-9",1
"28/9/2193","989-28-79-11297-4",3
"28/9/2193","989-28-79-61125-5",1
"28/9/2193","989-28-79-13871-4",4
"28/9/2193","989-28-79-05670-4",5
"28/9/2193","989-28-79-69807-2",18
"28/9/2193","989-28-79-82125-8",4
"28/9/2193","989-28-79-82749-6",4
"28/9/2193","989-28-229-1404-4",11
"28/9/2193","989-28-229-3157-7",3
"28/9/2193","989-28-229-5891-8",1
"28/9/2193","989-28-229-9769-6",10
"28/9/2193","989-28-229-6632-6",4
"28/9/2193","989-28-229-0197-6",2
"28/9/2193","989-28-229-7592-2",3
"28/9/2193","989-28-79-13801-1",23
"28/9/2193","989-28-79-23023-4",11
"28/9/2193","989-28-79-91028-0",7
"28/9/2193","989-28-79-36485-4",2
"28/9/2193","989-28-79-55824-6",2
"28/9/2193","989-28-79-26824-4",6
"28/9/2193","989-28-79-74374-1",13
"28/9/2193","989-28-79-68089-3",10
"28/9/2193","989-28-79-40897-8",6
"28/9/2193","989-28-79-55752-2",2
"28/9/2193","989-28-79-71565-6",2
"28/9/2193","989-28-79-16533-8",1
"28/9/2193","989-28-79-44730-4",1
"28/9/2193","989-28-3705-222-9",6
"28/9/2193","989-28-79-03683-6",1
"28/9/2193","989-28-3705-205-2",1
"28/9/2193","989-28-3705-492-6",2
"28/9/2193","989-28-79-52883-6",1
"28/9/2193","989-28-79-70597-8",1
"28/9/2193","989-28-3705-592-3",1
"28/9/2193","989-28-3705-369-1",1
"28/9/2193","989-28-654-0127-3",1
"29/9/2193","989-28-3705-054-6",1
"29/9/2193","989-28-3705-007-2",13
"29/9/2193","989-28-3705-136-9",1
"29/9/2193","989-28-3705-592-3",1
"29/9/2193","989-28-3705-138-3",2
"29/9/2193","989-28-3705-987-7",3
"29/9/2193","989-28-79-70597-8",1
"29/9/2193","989-28-79-11297-4",6
"29/9/2193","989-28-79-45675-7",4
"29/9/2193","989-28-79-16826-1",1
"29/9/2193","989-28-79-27078-0",1
"29/9/2193","989-28-79-30536-9",3
"29/9/2193","989-28-79-32105-5",3
"29/9/2193","989-28-79-01991-4",2
"29/9/2193","989-28-79-21991-8",2
"29/9/2193","989-28-79-61125-5",1
"29/9/2193","989-28-79-82197-5",3
"29/9/2193","989-28-79-18127-7",1
"29/9/2193","989-28-79-22871-2",1
"29/9/2193","989-28-654-2017-5",1
"29/9/2193","989-28-654-3899-6",1
"29/9/2193","989-28-79-69807-2",10
"29/9/2193","989-28-79-05670-4",4
"29/9/2193","989-28-79-82125-8",6
"29/9/2193","989-28-79-13871-4",8
"29/9/2193","989-28-654-9826-6",1
"29/9/2193","989-28-229-6632-6",5
"29/9/2193","989-28-229-1404-4",8
"29/9/2193","989-28-229-5891-8",3
"29/9/2193","989-28-229-7592-2",4
"29/9/2193","989-28-229-3157-7",5
"29/9/2193","989-28-229-0197-6",3
"29/9/2193","989-28-229-9769-6",3
"29/9/2193","989-28-79-71565-6",5
"29/9/2193","989-28-79-74374-1",29
"29/9/2193","989-28-79-23023-4",18
"29/9/2193","989-28-79-26824-4",7
"29/9/2193","989-28-79-13801-1",13
"29/9/2193","989-28-79-40897-8",3
"29/9/2193","989-28-79-43574-5",1
"29/9/2193","989-28-79-91028-0",3
"29/9/2193","989-28-79-16533-8",1
"29/9/2193","989-28-79-68089-3",3
"29/9/2193","989-28-79-55824-6",2
"29/9/2193","989-28-3705-222-9",8
"29/9/2193","989-28-3705-492-6",4
"29/9/2193","989-28-79-42728-3",1
"29/9/2193","989-28-654-6033-1",1
"29/9/2193","989-28-79-23015-9",1
"29/9/2193","989-28-79-55752-2",1
"30/9/2193","989-28-3705-583-1",2
"30/9/2193","989-28-3705-007-2",11
"30/9/2193","989-28-3705-987-7",8
"30/9/2193","989-28-3705-649-4",2
"30/9/2193","989-28-3705-966-2",2
"30/9/2193","989-28-3705-775-0",1
"30/9/2193","989-28-3705-592-3",2
"30/9/2193","989-28-79-45675-7",7
"30/9/2193","989-28-79-11297-4",4
"30/9/2193","989-28-79-01991-4",1
"30/9/2193","989-28-79-82197-5",1
"30/9/2193","989-28-79-32105-5",1
"30/9/2193","989-28-79-22871-2",1
"30/9/2193","989-28-79-18127-7",3
"30/9/2193","989-28-79-30536-9",2
"30/9/2193","989-28-79-86624-2",2
"30/9/2193","989-28-79-13871-4",6
"30/9/2193","989-28-79-69807-2",6
"30/9/2193","989-28-79-82749-6",4
"30/9/2193","989-28-79-82125-8",4
"30/9/2193","989-28-79-05670-4",8
"30/9/2193","989-28-79-22562-9",1
"30/9/2193","989-28-654-6507-7",1
"30/9/2193","989-28-229-9769-6",5
"30/9/2193","989-28-229-6632-6",10
"30/9/2193","989-28-229-0197-6",2
"30/9/2193","989-28-229-1404-4",7
"30/9/2193","989-28-229-3157-7",3
"30/9/2193","989-28-229-7592-2",7
"30/9/2193","989-28-79-13801-1",20
"30/9/2193","989-28-79-71565-6",7
"30/9/2193","989-28-79-74374-1",16
"30/9/2193","989-28-79-40897-8",3
"30/9/2193","989-28-79-68089-3",3
"30/9/2193","989-28-79-26824-4",4
"30/9/2193","989-28-79-23023-4",11
"30/9/2193","989-28-79-43574-5",2
"30/9/2193","989-28-79-91028-0",4
"30/9/2193","989-28-79-51397-9",1
"30/9/2193","989-28-79-03683-6",1
"30/9/2193","989-28-3705-222-9",5
"30/9/2193","989-28-79-23015-9",1
"30/9/2193","989-28-3705-492-6",1
"30/9/2193","989-28-229-5891-8",2
"30/9/2193","989-28-79-16808-7",1
"1/10/2193","989-28-79-87459-9",1
"1/10/2193","989-28-3705-007-2",3
"1/10/2193","989-28-3705-987-7",4
"1/10/2193","989-28-3705-592-3",1
"1/10/2193","989-28-79-45675-7",1
"1/10/2193","989-28-79-52883-6",1
"1/10/2193","989-28-79-69807-2",2
"1/10/2193","989-28-79-05670-4",2
"1/10/2193","989-28-654-0047-4",1
"1/10/2193","989-28-229-3157-7",2
"1/10/2193","989-28-229-7592-2",2
"1/10/2193","989-28-229-1404-4",4
"1/10/2193","989-28-229-9769-6",7
"1/10/2193","989-28-229-0197-6",2
"1/10/2193","989-28-229-6632-6",3
"1/10/2193","989-28-79-74374-1",2
"1/10/2193","989-28-79-55824-6",1
"1/10/2193","989-28-79-13801-1",6
"1/10/2193","989-28-79-68089-3",2
"1/10/2193","989-28-79-23023-4",5
"1/10/2193","989-28-79-51397-9",1
"1/10/2193","989-28-79-40897-8",1
"1/10/2193","989-28-3705-222-9",2
"1/10/2193","989-28-79-03683-6",2
"1/10/2193","989-28-79-14379-4",1
"1/10/2193","989-28-3705-054-6",1
"1/10/2193","989-28-79-13871-4",6
"1/10/2193","989-28-3705-492-6",1
"1/10/2193","989-28-79-86624-2",1
"1/10/2193","989-28-79-68531-7",1
"1/10/2193","989-28-79-26824-4",2
"1/10/2193","989-28-79-55752-2",1
"2/10/2193","989-28-3705-649-4",2
"2/10/2193","989-28-3705-007-2",6
"2/10/2193","989-28-3705-136-9",2
"2/10/2193","989-28-79-45675-7",4
"2/10/2193","989-28-79-82197-5",1
"2/10/2193","989-28-79-27078-0",1
"2/10/2193","989-28-79-64693-6",1
"2/10/2193","989-28-79-61125-5",1
"2/10/2193","989-28-79-18127-7",1
"2/10/2193","989-28-79-11297-4",1
"2/10/2193","989-28-79-30536-9",1
"2/10/2193","989-28-654-5018-9",1
"2/10/2193","989-28-79-13871-4",6
"2/10/2193","989-28-79-05670-4",3
"2/10/2193","989-28-79-69807-2",6
"2/10/2193","989-28-79-22562-9",1
"2/10/2193","989-28-654-6033-1",1
"2/10/2193","989-28-654-2620-7",1
"2/10/2193","989-28-229-0197-6",3
"2/10/2193","989-28-229-9769-6",2
"2/10/2193","989-28-229-5891-8",4
"2/10/2193","989-28-229-6632-6",2
"2/10/2193","989-28-229-7592-2",3
"2/10/2193","989-28-79-26824-4",3
"2/10/2193","989-28-79-71565-6",4
"2/10/2193","989-28-79-13801-1",4
"2/10/2193","989-28-79-74374-1",4
"2/10/2193","989-28-79-55824-6",2
"2/10/2193","989-28-79-23023-4",6
"2/10/2193","989-28-79-40897-8",1
"2/10/2193","989-28-3705-492-6",1
"2/10/2193","989-28-3705-222-9",6
"2/10/2193","989-28-79-03683-6",1
"2/10/2193","989-28-3705-205-2",1
"2/10/2193","989-28-229-3157-7",1
"2/10/2193","989-28-79-87459-9",1
"3/10/2193","989-28-3705-007-2",7
"3/10/2193","989-28-3705-987-7",4
"3/10/2193","989-28-3705-583-1",1
"3/10/2193","989-28-79-11297-4",2
"3/10/2193","989-28-79-86624-2",2
"3/10/2193","989-28-79-61125-5",1
"3/10/2193","989-28-79-07610-8",1
"3/10/2193","989-28-79-01991-4",2
"3/10/2193","989-28-79-05638-4",1
"3/10/2193","989-28-79-69807-2",10
"3/10/2193","989-28-79-13871-4",4
"3/10/2193","989-28-79-05670-4",2
"3/10/2193","989-28-229-3157-7",2
"3/10/2193","989-28-229-7592-2",2
"3/10/2193","989-28-229-9769-6",3
"3/10/2193","989-28-229-1404-4",2
"3/10/2193","989-28-79-74374-1",5
"3/10/2193","989-28-79-13801-1",9
"3/10/2193","989-28-79-71565-6",1
"3/10/2193","989-28-79-26824-4",1
"3/10/2193","989-28-79-91028-0",3
"3/10/2193","989-28-79-40897-8",2
"3/10/2193","989-28-79-68089-3",1
"3/10/2193","989-28-79-51397-9",1
"3/10/2193","989-28-3705-222-9",4
"3/10/2193","989-28-79-32105-5",1
"3/10/2193","989-28-79-82197-5",2
"3/10/2193","989-28-79-30536-9",1
"3/10/2193","989-28-79-03683-6",1
"4/10/2193","989-28-3705-007-2",4
"4/10/2193","989-28-3705-987-7",6
"4/10/2193","989-28-3705-583-1",1
"4/10/2193","989-28-79-67891-3",1
"4/10/2193","989-28-79-22871-2",1
"4/10/2193","989-28-79-32105-5",1
"4/10/2193","989-28-79-45675-7",4
"4/10/2193","989-28-79-07610-8",1
"4/10/2193","989-28-79-04510-4",1
"4/10/2193","989-28-79-11297-4",1
"4/10/2193","989-28-79-82197-5",1
"4/10/2193","989-28-79-87459-9",3
"4/10/2193","989-28-79-01991-4",2
"4/10/2193","989-28-79-21991-8",1
"4/10/2193","989-28-654-2017-5",2
"4/10/2193","989-28-79-05670-4",4
"4/10/2193","989-28-79-13871-4",6
"4/10/2193","989-28-79-69807-2",12
"4/10/2193","989-28-79-82125-8",4
"4/10/2193","989-28-79-82749-6",2
"4/10/2193","989-28-654-6033-1",1
"4/10/2193","989-28-229-6632-6",4
"4/10/2193","989-28-229-9769-6",4
"4/10/2193","989-28-229-7592-2",3
"4/10/2193","989-28-229-1404-4",2
"4/10/2193","989-28-229-3157-7",2
"4/10/2193","989-28-229-0197-6",1
"4/10/2193","989-28-79-74374-1",10
"4/10/2193","989-28-79-23023-4",7
"4/10/2193","989-28-79-71565-6",3
"4/10/2193","989-28-79-13801-1",12
"4/10/2193","989-28-79-44730-4",1
"4/10/2193","989-28-79-68089-3",4
"4/10/2193","989-28-79-91028-0",3
"4/10/2193","989-28-79-26824-4",2
"4/10/2193","989-28-79-40897-8",1
"4/10/2193","989-28-3705-222-9",10
"4/10/2193","989-28-79-23015-9",1
"4/10/2193","989-28-3705-492-6",1
"4/10/2193","989-28-79-14379-4",1
"4/10/2193","989-28-79-03683-6",1
"5/10/2193","989-28-3705-007-2",15
"5/10/2193","989-28-3705-152-9",2
"5/10/2193","989-28-3705-649-4",1
"5/10/2193","989-28-3705-987-7",1
"5/10/2193","989-28-3705-138-3",1
"5/10/2193","989-28-79-32105-5",3
"5/10/2193","989-28-79-01991-4",2
"5/10/2193","989-28-79-82197-5",1
"5/10/2193","989-28-79-45675-7",6
"5/10/2193","989-28-79-61125-5",1
"5/10/2193","989-28-79-18127-7",1
"5/10/2193","989-28-654-5018-9",1
"5/10/2193","989-28-654-0127-3",2
"5/10/2193","989-28-79-13871-4",6
"5/10/2193","989-28-79-69807-2",16
"5/10/2193","989-28-79-82749-6",4
"5/10/2193","989-28-79-05670-4",2
"5/10/2193","989-28-654-6033-1",1
"5/10/2193","989-28-229-6632-6",2
"5/10/2193","989-28-229-3157-7",1
"5/10/2193","989-28-229-9769-6",2
"5/10/2193","989-28-229-7592-2",4
"5/10/2193","989-28-229-1404-4",4
"5/10/2193","989-28-229-5891-8",2
"5/10/2193","989-28-229-0197-6",1
"5/10/2193","989-28-79-74374-1",17
"5/10/2193","989-28-79-26824-4",9
"5/10/2193","989-28-79-68089-3",4
"5/10/2193","989-28-79-13801-1",18
"5/10/2193","989-28-79-71565-6",6
"5/10/2193","989-28-79-40897-8",2
"5/10/2193","989-28-79-23023-4",9
"5/10/2193","989-28-79-55752-2",3
"5/10/2193","989-28-79-91028-0",6
"5/10/2193","989-28-79-16533-8",1
"5/10/2193","989-28-3705-492-6",5
"5/10/2193","989-28-3705-222-9",8
"5/10/2193","989-28-3705-607-4",1
"5/10/2193","989-28-3705-775-0",1
"5/10/2193","989-28-79-11297-4",1
"5/10/2193","989-28-79-36485-4",1
"6/10/2193","989-28-3705-966-2",3
"6/10/2193","989-28-3705-007-2",13
"6/10/2193","989-28-3705-136-9",1
"6/10/2193","989-28-3705-987-7",5
"6/10/2193","989-28-3705-583-1",1
"6/10/2193","989-28-3705-592-3",2
"6/10/2193","989-28-3705-369-1",1
"6/10/2193","989-28-79-21991-8",3
"6/10/2193","989-28-79-18127-7",2
"6/10/2193","989-28-79-82197-5",2
"6/10/2193","989-28-79-11297-4",1
"6/10/2193","989-28-79-16826-1",1
"6/10/2193","989-28-79-22871-2",1
"6/10/2193","989-28-79-86624-2",1
"6/10/2193","989-28-79-05670-4",2
"6/10/2193","989-28-79-13871-4",6
"6/10/2193","989-28-79-69807-2",8
"6/10/2193","989-28-79-82749-6",2
"6/10/2193","989-28-654-6033-1",1
"6/10/2193","989-28-229-1404-4",6
"6/10/2193","989-28-229-7592-2",8
"6/10/2193","989-28-229-9769-6",3
"6/10/2193","989-28-229-3157-7",3
"6/10/2193","989-28-229-0197-6",3
"6/10/2193","989-28-229-5891-8",4
"6/10/2193","989-28-79-23023-4",10
"6/10/2193","989-28-79-74374-1",15
"6/10/2193","989-28-79-36485-4",3
"6/10/2193","989-28-79-13801-1",12
"6/10/2193","989-28-79-40897-8",3
"6/10/2193","989-28-79-68089-3",6
"6/10/2193","989-28-79-16533-8",2
"6/10/2193","989-28-79-26824-4",5
"6/10/2193","989-28-79-51397-9",1
"6/10/2193","989-28-79-16808-7",1
"6/10/2193","989-28-79-91028-0",3
"6/10/2193","989-28-79-43574-5",1
"6/10/2193","989-28-79-71565-6",7
"6/10/2193","989-28-79-55752-2",1
"6/10/2193","989-28-79-82339-9",1
"6/10/2193","989-28-3705-222-9",3
"6/10/2193","989-28-3705-492-6",3
"6/10/2193","989-28-79-45675-7",1
"6/10/2193","989-28-79-04510-4",1
"6/10/2193","989-28-79-61125-5",1
"6/10/2193","989-28-654-0127-3",1
"7/10/2193","989-28-79-87459-9",1
"7/10/2193","989-28-3705-007-2",7
"7/10/2193","989-28-3705-987-7",2
"7/10/2193","989-28-3705-583-1",3
"7/10/2193","989-28-79-30536-9",1
"7/10/2193","989-28-79-01991-4",2
"7/10/2193","989-28-79-61125-5",1
"7/10/2193","989-28-79-16826-1",2
"7/10/2193","989-28-79-32105-5",1
"7/10/2193","989-28-654-3899-6",1
"7/10/2193","989-28-79-69807-2",4
"7/10/2193","989-28-79-13871-4",6
"7/10/2193","989-28-79-05670-4",2
"7/10/2193","989-28-229-0197-6",1
"7/10/2193","989-28-229-5891-8",2
"7/10/2193","989-28-229-1404-4",3
"7/10/2193","989-28-229-9769-6",4
"7/10/2193","989-28-229-6632-6",3
"7/10/2193","989-28-229-7592-2",4
"7/10/2193","989-28-79-74374-1",9
"7/10/2193","989-28-79-13801-1",13
"7/10/2193","989-28-79-71565-6",4
"7/10/2193","989-28-79-23023-4",7
"7/10/2193","989-28-79-26824-4",4
"7/10/2193","989-28-79-40897-8",2
"7/10/2193","989-28-79-68089-3",3
"7/10/2193","989-28-79-91028-0",1
"7/10/2193","989-28-79-82339-9",1
"7/10/2193","989-28-3705-222-9",9
"7/10/2193","989-28-79-14379-4",1
"7/10/2193","989-28-79-21991-8",2
"7/10/2193","989-28-79-11297-4",1
"7/10/2193","989-28-229-3157-7",2
"7/10/2193","989-28-79-55752-2",1
"7/10/2193","989-28-3705-492-6",1
"7/10/2193","989-28-79-03683-6",1
"7/10/2193","989-28-79-36485-4",1
"8/10/2193","989-28-79-87459-9",3
"8/10/2193","989-28-3705-987-7",6
"8/10/2193","989-28-3705-007-2",2
"8/10/2193","989-28-3705-592-3",1
"8/10/2193","989-28-79-01991-4",2
"8/10/2193","989-28-79-30536-9",2
"8/10/2193","989-28-79-42728-3",1
"8/10/2193","989-28-79-04510-4",1
"8/10/2193","989-28-79-11297-4",2
"8/10/2193","989-28-79-13871-4",6
"8/10/2193","989-28-79-05670-4",1
"8/10/2193","989-28-229-1404-4",4
"8/10/2193","989-28-229-9769-6",1
"8/10/2193","989-28-229-0197-6",1
"8/10/2193","989-28-229-7592-2",2
"8/10/2193","989-28-79-71565-6",2
"8/10/2193","989-28-79-13801-1",5
"8/10/2193","989-28-79-91028-0",4
"8/10/2193","989-28-79-68089-3",2
"8/10/2193","989-28-79-74374-1",3
"8/10/2193","989-28-79-26824-4",1
"8/10/2193","989-28-79-23023-4",4
"8/10/2193","989-28-3705-492-6",2
"8/10/2193","989-28-3705-222-9",5
"8/10/2193","989-28-229-5891-8",1
"8/10/2193","989-28-79-55824-6",1
"8/10/2193","989-28-229-6632-6",1
"9/10/2193","989-28-79-87459-9",1
"9/10/2193","989-28-3705-775-0",2
"9/10/2193","989-28-3705-649-4",2
"9/10/2193","989-28-3705-987-7",4
"9/10/2193","989-28-3705-007-2",3
"9/10/2193","989-28-3705-583-1",2
"9/10/2193","989-28-3705-138-3",2
"9/10/2193","989-28-79-32105-5",2
"9/10/2193","989-28-79-27078-0",1
"9/10/2193","989-28-79-82197-5",1
"9/10/2193","989-28-79-04510-4",1
"9/10/2193","989-28-79-01991-4",1
"9/10/2193","989-28-79-13871-4",6
"9/10/2193","989-28-79-82125-8",2
"9/10/2193","989-28-79-05670-4",3
"9/10/2193","989-28-79-69807-2",4
"9/10/2193","989-28-654-5771-3",3
"9/10/2193","989-28-229-3157-7",2
"9/10/2193","989-28-229-1404-4",4
"9/10/2193","989-28-229-7592-2",3
"9/10/2193","989-28-229-6632-6",4
"9/10/2193","989-28-229-9769-6",2
"9/10/2193","989-28-229-0197-6",1
"9/10/2193","989-28-79-40897-8",2
"9/10/2193","989-28-79-13801-1",4
"9/10/2193","989-28-79-44730-4",1
"9/10/2193","989-28-79-26824-4",4
"9/10/2193","989-28-79-74374-1",5
"9/10/2193","989-28-79-91028-0",1
"9/10/2193","989-28-79-71565-6",1
"9/10/2193","989-28-3705-222-9",2
"9/10/2193","989-28-3705-492-6",3
"9/10/2193","989-28-79-55824-6",1
"9/10/2193","989-28-79-68089-3",1
"9/10/2193","989-28-79-45675-7",1
"10/10/2193","989-28-79-87459-9",2
"10/10/2193","989-28-3705-007-2",3
"10/10/2193","989-28-3705-649-4",2
"10/10/2193","989-28-3705-987-7",1
"10/10/2193","989-28-79-45675-7",3
"10/10/2193","989-28-79-07610-8",1
"10/10/2193","989-28-79-01991-4",1
"10/10/2193","989-28-79-18127-7",1
"10/10/2193","989-28-79-05638-4",1
"10/10/2193","989-28-79-82749-6",2
"10/10/2193","989-28-79-05670-4",1
"10/10/2193","989-28-79-69807-2",6
"10/10/2193","989-28-79-13871-4",2
"10/10/2193","989-28-654-5771-3",3
"10/10/2193","989-28-229-1404-4",3
"10/10/2193","989-28-229-6632-6",3
"10/10/2193","989-28-229-7592-2",4
"10/10/2193","989-28-229-3157-7",1
"10/10/2193","989-28-79-74374-1",10
"10/10/2193","989-28-79-68089-3",3
"10/10/2193","989-28-79-13801-1",6
"10/10/2193","989-28-79-23023-4",3
"10/10/2193","989-28-79-26824-4",3
"10/10/2193","989-28-79-91028-0",3
"10/10/2193","989-28-79-40897-8",1
"10/10/2193","989-28-3705-222-9",2
"10/10/2193","989-28-79-86624-2",2
"10/10/2193","989-28-654-7965-4",1
"10/10/2193","989-28-79-51397-9",1
"11/10/2193","989-28-3705-007-2",10
"11/10/2193","989-28-3705-583-1",1
"11/10/2193","989-28-3705-138-3",2
"11/10/2193","989-28-3705-987-7",1
"11/10/2193","989-28-79-32105-5",2
"11/10/2193","989-28-79-21991-8",1
"11/10/2193","989-28-79-22871-2",2
"11/10/2193","989-28-79-11297-4",2
"11/10/2193","989-28-79-82197-5",1
"11/10/2193","989-28-79-30536-9",1
"11/10/2193","989-28-79-45675-7",2
"11/10/2193","989-28-79-67891-3",1
"11/10/2193","989-28-79-61125-5",1
"11/10/2193","989-28-79-70597-8",1
"11/10/2193","989-28-79-13871-4",2
"11/10/2193","989-28-79-69807-2",8
"11/10/2193","989-28-79-82749-6",4
"11/10/2193","989-28-654-0047-4",1
"11/10/2193","989-28-229-9769-6",6
"11/10/2193","989-28-229-0197-6",3
"11/10/2193","989-28-229-6632-6",5
"11/10/2193","989-28-229-1404-4",6
"11/10/2193","989-28-79-26824-4",1
"11/10/2193","989-28-79-74374-1",9
"11/10/2193","989-28-79-68089-3",5
"11/10/2193","989-28-79-13801-1",16
"11/10/2193","989-28-79-40897-8",3
"11/10/2193","989-28-79-71565-6",7
"11/10/2193","989-28-79-23023-4",6
"11/10/2193","989-28-79-55824-6",1
"11/10/2193","989-28-79-82339-9",1
"11/10/2193","989-28-79-23015-9",1
"11/10/2193","989-28-3705-222-9",5
"11/10/2193","989-28-3705-492-6",5
"11/10/2193","989-28-79-03683-6",1
"11/10/2193","989-28-229-5891-8",1
"11/10/2193","989-28-79-44730-4",1
"12/10/2193","989-28-3705-007-2",11
"12/10/2193","989-28-3705-987-7",6
"12/10/2193","989-28-3705-583-1",1
"12/10/2193","989-28-3705-775-0",1
"12/10/2193","989-28-79-45675-7",6
"12/10/2193","989-28-79-82197-5",1
"12/10/2193","989-28-79-61125-5",1
"12/10/2193","989-28-79-30536-9",1
"12/10/2193","989-28-79-11297-4",3
"12/10/2193","989-28-79-32105-5",1
"12/10/2193","989-28-79-18127-7",1
"12/10/2193","989-28-79-67891-3",1
"12/10/2193","989-28-79-52883-6",2
"12/10/2193","989-28-654-0127-3",1
"12/10/2193","989-28-79-13871-4",12
"12/10/2193","989-28-79-69807-2",8
"12/10/2193","989-28-79-05670-4",4
"12/10/2193","989-28-79-82749-6",4
"12/10/2193","989-28-654-6507-7",1
"12/10/2193","989-28-229-7592-2",5
"12/10/2193","989-28-229-3157-7",3
"12/10/2193","989-28-229-1404-4",3
"12/10/2193","989-28-229-9769-6",3
"12/10/2193","989-28-229-5891-8",3
"12/10/2193","989-28-229-6632-6",2
"12/10/2193","989-28-229-0197-6",2
"12/10/2193","989-28-79-13801-1",18
"12/10/2193","989-28-79-71565-6",7
"12/10/2193","989-28-79-40897-8",7
"12/10/2193","989-28-79-23023-4",7
"12/10/2193","989-28-79-91028-0",4
"12/10/2193","989-28-79-68089-3",4
"12/10/2193","989-28-79-74374-1",15
"12/10/2193","989-28-79-51397-9",2
"12/10/2193","989-28-79-44730-4",1
"12/10/2193","989-28-79-26824-4",6
"12/10/2193","989-28-79-55752-2",1
"12/10/2193","989-28-79-55824-6",1
"12/10/2193","989-28-3705-492-6",4
"12/10/2193","989-28-3705-222-9",7
"12/10/2193","989-28-3705-152-9",1
"12/10/2193","989-28-3705-592-3",1
"12/10/2193","989-28-79-21991-8",1
"12/10/2193","989-28-79-36485-4",1
"12/10/2193","989-28-3705-205-2",1
"13/10/2193","989-28-3705-987-7",9
"13/10/2193","989-28-3705-007-2",10
"13/10/2193","989-28-3705-138-3",1
"13/10/2193","989-28-3705-649-4",1
"13/10/2193","989-28-3705-966-2",1
"13/10/2193","989-28-3705-054-6",1
"13/10/2193","989-28-3705-369-1",1
"13/10/2193","989-28-3705-152-9",1
"13/10/2193","989-28-3705-583-1",1
"13/10/2193","989-28-79-45675-7",4
"13/10/2193","989-28-79-11297-4",1
"13/10/2193","989-28-79-04510-4",1
"13/10/2193","989-28-79-86624-2",3
"13/10/2193","989-28-79-16826-1",1
"13/10/2193","989-28-79-32105-5",1
"13/10/2193","989-28-79-22871-2",1
"13/10/2193","989-28-654-5018-9",1
"13/10/2193","989-28-79-13871-4",6
"13/10/2193","989-28-79-69807-2",8
"13/10/2193","989-28-79-05670-4",7
"13/10/2193","989-28-79-82749-6",2
"13/10/2193","989-28-79-22562-9",1
"13/10/2193","989-28-654-6033-1",1
"13/10/2193","989-28-654-5771-3",3
"13/10/2193","989-28-654-6507-7",2
"13/10/2193","989-28-654-4370-9",2
"13/10/2193","989-28-229-5891-8",4
"13/10/2193","989-28-229-7592-2",5
"13/10/2193","989-28-229-3157-7",3
"13/10/2193","989-28-229-6632-6",4
"13/10/2193","989-28-229-1404-4",4
"13/10/2193","989-28-229-0197-6",3
"13/10/2193","989-28-79-13801-1",8
"13/10/2193","989-28-79-91028-0",6
"13/10/2193","989-28-79-23023-4",9
"13/10/2193","989-28-79-26824-4",7
"13/10/2193","989-28-79-74374-1",11
"13/10/2193","989-28-79-40897-8",4
"13/10/2193","989-28-79-68089-3",2
"13/10/2193","989-28-79-55824-6",1
"13/10/2193","989-28-79-43574-5",1
"13/10/2193","989-28-3705-222-9",7
"13/10/2193","989-28-3705-492-6",3
"13/10/2193","989-28-3705-205-2",1
"13/10/2193","989-28-79-21991-8",1
"13/10/2193","989-28-79-30536-9",1
"13/10/2193","989-28-79-82125-8",2
"13/10/2193","989-28-654-0047-4",1
"13/10/2193","989-28-229-9769-6",3
"13/10/2193","989-28-79-55752-2",1
"13/10/2193","989-28-79-71565-6",1
"13/10/2193","989-28-3705-136-9",1
